peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
950,P25206,Mcm3,30min,25,53855388.88888888,11,261488275.5555555,22.0,32.0,1331.022575371942,0.36363636363636365,4895944.444444444,482068396.66666675
951,P25425,Pou2f1,30min,26,1091846.111111111,9,6289948.777777776,20.0,28.0,26.984705759329884,-0.4444444444444444,121316.23456790122,25266073.777777772
952,P25425,Pou2f1,30min,31,2332540.8888888885,7,9608875.666666666,28.0,34.0,57.64816938736808,0.0,333220.1269841269,25266073.777777772
953,P25425,Pou2f1,30min,38,2615885.555555555,7,10220536.666666664,34.0,40.0,64.65096252888004,-0.2857142857142857,373697.93650793645,25266073.777777772
954,P25444,Rps2,30min,3,292265414.99999994,12,1451091399.333333,1.0,12.0,7223.267223416297,0.5833333333333334,24355451.249999996,1846072177.7222219
955,P25799,Nfkb1,30min,8,51715715.55555555,16,448398490.0,1.0,16.0,1278.1410797714977,0.0625,3232232.222222222,736478103.3333334
956,P25799,Nfkb1,30min,20,21471306.666666664,8,154729072.2222222,16.0,23.0,530.6580174368329,-0.125,2683913.333333333,736478103.3333334
957,P25799,Nfkb1,30min,27,24235035.555555552,14,166758551.1111111,23.0,36.0,598.9628912705016,0.35714285714285715,1731073.968253968,736478103.3333334
958,P25911,Lyn,30min,6,12641454.444444444,15,114683365.33333334,1.0,15.0,312.4304103681438,0.26666666666666666,842763.6296296295,364036377.2222222
959,P25911,Lyn,30min,37,45483967.777777776,8,182096631.55555555,33.0,40.0,1124.1249794819046,-0.125,5685495.972222222,364036377.2222222
960,P25976,Ubtf,30min,3,3369786.444444444,6,13514704.666666666,1.0,6.0,83.28343596202822,0.16666666666666666,561631.074074074,141257643.11111116
961,P25976,Ubtf,30min,19,8278032.222222222,15,69906372.88888887,9.0,23.0,204.5895126700563,-0.4,551868.8148148148,141257643.11111116
962,P25976,Ubtf,30min,26,5989068.888888888,8,33792668.88888889,23.0,30.0,148.01835175706088,0.125,748633.611111111,141257643.11111116
963,P25976,Ubtf,30min,38,4099620.0,9,22163629.999999996,32.0,40.0,101.32109122272277,-0.4444444444444444,455513.3333333333,141257643.11111116
964,P26011,Itgb7,30min,5,16471068.888888888,11,112582359.77777778,1.0,11.0,407.07838127115735,0.18181818181818182,1497369.8989898989,144482623.99999997
965,P26011,Itgb7,30min,19,3197134.444444444,7,15709698.888888884,16.0,22.0,79.01638461537036,0.0,456733.492063492,144482623.99999997
